transaction_id,account_id,amount,currency,merchant,category,timestamp,status
T301534,A2232,31.46,GBP,Starbucks,SHOPPING,2024-10-25T02:46:26,SETTLED
T301535,A2704,12.93,GBP,Amazon,TRAVEL,2025-04-03T00:05:18,SETTLED
T301536,A2562,11.12,USD,Spotify,ENTERTAINMENT,2023-10-16T21:30:23,SETTLED
T301537,A2725,27.71,GBP,Starbucks,FOOD,2024-11-11T20:57:08,SETTLED
T301538,A2662,70.43,EUR,Uber,TRAVEL,2025-09-04T15:28:34,SETTLED
T301539,A2439,46.45,USD,Ikea,FOOD,2024-08-10T08:14:10,SETTLED
T301540,A2501,58.34,GBP,Uber,SHOPPING,2025-06-21T16:43:54,SETTLED
T301541,A2274,16.59,EUR,Spotify,FOOD,2024-12-06T15:30:24,SETTLED
T301542,A2075,32.83,EUR,Ikea,ENTERTAINMENT,2024-09-18T06:34:13,SETTLED
T301543,A2438,2.27,USD,Starbucks,ENTERTAINMENT,2025-08-27T03:35:17,SETTLED
T301544,A2731,85.06,USD,Uber,FOOD,2024-10-08T00:04:41,SETTLED
T301545,A2698,229.72,GBP,Amazon,SHOPPING,2025-05-07T20:28:49,SETTLED
T301546,A2288,26.12,GBP,Spotify,FOOD,2025-08-24T15:46:34,SETTLED
T301547,A2539,0.55,GBP,Starbucks,TRAVEL,2025-08-16T03:04:43,SETTLED
T301548,A2691,9.3,GBP,Amazon,TRAVEL,2024-01-24T19:21:32,SETTLED
T301549,A2252,52.85,USD,Ikea,FOOD,2025-02-27T12:28:58,DECLINED
T301550,A2125,47.35,EUR,Zara,TRAVEL,2024-12-01T13:06:05,SETTLED
T301551,A2176,77.53,EUR,Zara,TRAVEL,2024-01-22T01:08:30,SETTLED
T301552,A2036,14.64,GBP,Ikea,SHOPPING,2025-03-29T13:28:24,SETTLED
T301553,A2409,72.12,USD,Zara,FOOD,2025-06-03T09:19:07,SETTLED
T301554,A2610,58.24,GBP,Spotify,TRAVEL,2023-12-17T21:16:33,SETTLED
T301555,A2609,19.49,GBP,Starbucks,FOOD,2023-11-28T14:27:06,SETTLED
T301556,A2126,39.43,USD,Starbucks,FOOD,2024-07-06T01:49:46,SETTLED
T301557,A2482,7.97,EUR,Spotify,TRAVEL,2025-01-31T21:09:39,SETTLED
T301558,A2167,30.13,EUR,Uber,SHOPPING,2024-12-18T15:03:19,DECLINED
T301559,A2591,106.51,GBP,Starbucks,SHOPPING,2024-12-22T23:43:18,SETTLED
T301560,A2293,27.34,USD,Zara,ENTERTAINMENT,2025-07-25T18:42:34,SETTLED
T301561,A2637,91.49,EUR,Spotify,FOOD,2024-05-16T03:40:07,SETTLED
T301562,A2342,44.61,EUR,Amazon,ENTERTAINMENT,2024-10-04T17:21:35,SETTLED
T301563,A2309,10.65,USD,Uber,SHOPPING,2025-07-24T18:22:37,SETTLED
T301564,A2661,43.51,USD,Amazon,TRAVEL,2024-07-03T22:41:50,SETTLED
T301565,A2527,35.26,EUR,Zara,TRAVEL,2024-07-30T08:32:33,DECLINED
T301566,A2539,25.43,GBP,Amazon,SHOPPING,2024-12-25T04:31:52,SETTLED
T301567,A2418,6.37,GBP,Zara,SHOPPING,2025-08-20T13:52:13,SETTLED
T301568,A2443,26.95,EUR,Starbucks,FOOD,2025-02-28T01:29:28,SETTLED
T301569,A2684,3.78,GBP,Uber,ENTERTAINMENT,2025-04-23T07:45:35,SETTLED
T301570,A2557,5.2,GBP,Ikea,ENTERTAINMENT,2024-03-19T23:34:21,SETTLED
T301571,A2235,26.89,USD,Zara,SHOPPING,2024-04-08T16:15:46,SETTLED
T301572,A2438,18.22,USD,Spotify,FOOD,2024-07-14T04:54:01,SETTLED
T301573,A2213,129.88,USD,Spotify,TRAVEL,2024-06-01T11:25:02,SETTLED
T301574,A2084,23.56,GBP,Starbucks,SHOPPING,2024-04-24T15:51:30,SETTLED
T301575,A2793,70.91,USD,Spotify,ENTERTAINMENT,2024-08-25T21:43:18,SETTLED
T301576,A2743,37.78,USD,Amazon,FOOD,2025-05-26T06:33:59,DECLINED
T301577,A2084,60.88,EUR,Starbucks,FOOD,2023-12-21T18:17:50,SETTLED
T301578,A2488,15.06,USD,Spotify,FOOD,2023-12-25T11:55:41,SETTLED
T301579,A2064,142.28,EUR,Amazon,ENTERTAINMENT,2024-07-25T18:11:57,SETTLED
T301580,A2645,37.76,GBP,Amazon,FOOD,2024-12-20T03:56:09,SETTLED
T301581,A2662,88.99,USD,Amazon,TRAVEL,2025-03-05T21:16:41,SETTLED
T301582,A2626,22.71,EUR,Spotify,ENTERTAINMENT,2025-07-28T16:26:48,SETTLED
T301583,A2063,5.28,EUR,Amazon,SHOPPING,2025-04-12T11:45:14,SETTLED
T301584,A2342,56.0,EUR,Uber,FOOD,2024-10-11T01:55:48,SETTLED
T301585,A2351,0.39,GBP,Spotify,ENTERTAINMENT,2024-04-28T08:12:38,SETTLED
T301586,A2157,32.25,USD,Amazon,SHOPPING,2025-06-25T00:06:45,SETTLED
T301587,A2588,10.71,GBP,Uber,SHOPPING,2025-03-07T00:52:04,SETTLED
T301588,A2490,49.36,EUR,Ikea,TRAVEL,2024-11-07T15:54:34,SETTLED
T301589,A2657,194.17,GBP,Uber,SHOPPING,2025-07-08T16:49:03,SETTLED
T301590,A2462,31.22,GBP,Spotify,TRAVEL,2024-05-09T23:47:14,SETTLED
T301591,A2224,85.05,EUR,Spotify,ENTERTAINMENT,2025-03-15T02:21:57,SETTLED
T301592,A2312,35.44,USD,Amazon,TRAVEL,2025-04-03T11:21:40,SETTLED
T301593,A2614,34.24,USD,Spotify,ENTERTAINMENT,2025-09-04T19:16:30,SETTLED
T301594,A2465,133.27,GBP,Ikea,ENTERTAINMENT,2024-11-12T03:34:27,SETTLED
T301595,A2087,110.35,USD,Starbucks,FOOD,2025-01-12T12:16:23,SETTLED
T301596,A2302,77.04,EUR,Uber,TRAVEL,2024-02-24T23:37:30,SETTLED
T301597,A2679,17.57,USD,Starbucks,ENTERTAINMENT,2024-02-12T04:54:36,SETTLED
T301598,A2434,39.37,GBP,Ikea,FOOD,2024-02-19T01:23:38,SETTLED
T301599,A2681,12.67,EUR,Uber,TRAVEL,2025-01-05T23:23:35,SETTLED
T301600,A2134,29.34,EUR,Amazon,TRAVEL,2025-03-17T01:09:32,SETTLED
T301601,A2049,33.1,EUR,Uber,SHOPPING,2024-04-21T20:51:37,SETTLED
T301602,A2431,89.08,GBP,Amazon,FOOD,2025-02-23T11:25:42,SETTLED
T301603,A2339,113.18,GBP,Zara,SHOPPING,2024-06-03T08:48:17,SETTLED
T301604,A2346,26.77,USD,Uber,ENTERTAINMENT,2025-08-24T16:19:30,SETTLED
T301605,A2645,0.89,GBP,Uber,TRAVEL,2025-02-12T10:01:14,SETTLED
T301606,A2346,98.94,EUR,Starbucks,ENTERTAINMENT,2023-12-21T05:14:46,SETTLED
T301607,A2648,9.57,GBP,Starbucks,FOOD,2025-03-13T22:48:56,SETTLED
T301608,A2244,48.63,GBP,Ikea,TRAVEL,2025-01-26T02:33:16,SETTLED
T301609,A2108,1.26,USD,Amazon,ENTERTAINMENT,2024-01-25T06:44:06,SETTLED
T301610,A2798,25.5,EUR,Spotify,TRAVEL,2024-10-04T13:19:14,SETTLED
T301611,A2532,213.29,USD,Starbucks,SHOPPING,2024-11-03T12:50:24,SETTLED
T301612,A2089,5.31,USD,Ikea,FOOD,2025-03-01T10:58:45,SETTLED
T301613,A2295,27.56,USD,Amazon,FOOD,2025-01-15T20:19:19,SETTLED
T301614,A2111,18.35,EUR,Amazon,FOOD,2024-05-16T13:41:27,SETTLED
T301615,A2588,117.74,USD,Amazon,TRAVEL,2025-03-13T22:00:02,SETTLED
T301616,A2176,101.76,EUR,Zara,ENTERTAINMENT,2023-12-07T19:22:33,SETTLED
T301617,A2342,13.57,USD,Amazon,ENTERTAINMENT,2025-04-22T01:56:25,SETTLED
T301618,A2659,4.23,USD,Ikea,FOOD,2024-06-08T18:15:16,SETTLED
T301619,A2100,49.33,EUR,Amazon,TRAVEL,2024-11-18T21:43:44,SETTLED
T301620,A2757,20.5,GBP,Spotify,TRAVEL,2024-09-16T06:48:37,SETTLED
T301621,A2628,55.75,USD,Spotify,TRAVEL,2024-12-04T20:21:44,SETTLED
T301622,A2603,1.63,GBP,Amazon,ENTERTAINMENT,2024-11-25T09:31:58,SETTLED
T301623,A2400,7.16,USD,Ikea,FOOD,2025-02-08T08:46:42,SETTLED
T301624,A2027,57.98,GBP,Uber,ENTERTAINMENT,2025-03-13T17:43:48,SETTLED
T301625,A2536,11.94,GBP,Amazon,SHOPPING,2024-07-29T10:25:07,SETTLED
T301626,A2057,97.45,GBP,Ikea,TRAVEL,2025-02-13T20:52:32,SETTLED
T301627,A2497,3.02,GBP,Starbucks,SHOPPING,2025-04-12T01:20:58,SETTLED
T301628,A2296,12.13,GBP,Ikea,FOOD,2025-08-03T10:56:09,SETTLED
T301629,A2133,327.16,EUR,Zara,FOOD,2025-06-23T16:41:58,SETTLED
T301630,A2330,28.38,GBP,Starbucks,ENTERTAINMENT,2024-10-27T20:44:08,SETTLED
T301631,A2248,60.7,EUR,Spotify,FOOD,2024-04-18T06:08:59,SETTLED
T301632,A2549,10.09,USD,Spotify,FOOD,2025-07-21T17:25:38,SETTLED
T301633,A2074,47.06,EUR,Uber,ENTERTAINMENT,2025-06-28T06:54:11,SETTLED
T301634,A2653,64.75,GBP,Uber,ENTERTAINMENT,2024-08-02T05:55:07,SETTLED
T301635,A2167,18.88,EUR,Ikea,ENTERTAINMENT,2025-05-28T23:57:33,DECLINED
T301636,A2770,88.27,GBP,Ikea,ENTERTAINMENT,2023-09-19T02:07:32,SETTLED
T301637,A2502,46.24,EUR,Amazon,FOOD,2024-10-19T04:27:33,SETTLED
T301638,A2354,24.64,USD,Amazon,SHOPPING,2023-11-30T20:49:10,SETTLED
T301639,A2224,40.78,GBP,Spotify,ENTERTAINMENT,2023-09-28T19:10:22,SETTLED
T301640,A2663,42.99,GBP,Zara,FOOD,2024-07-01T00:00:12,SETTLED
T301641,A2530,9.05,EUR,Amazon,FOOD,2023-12-31T01:09:08,SETTLED
T301642,A2145,25.77,EUR,Spotify,FOOD,2023-10-20T09:16:09,SETTLED
T301643,A2240,21.04,EUR,Ikea,FOOD,2025-02-10T18:30:34,DECLINED
T301644,A2343,25.62,EUR,Ikea,FOOD,2023-10-23T03:15:20,DECLINED
T301645,A2748,71.59,EUR,Amazon,ENTERTAINMENT,2024-02-11T10:31:02,SETTLED
T301646,A2034,32.94,GBP,Zara,ENTERTAINMENT,2024-04-03T12:54:06,SETTLED
T301647,A2701,140.93,USD,Spotify,TRAVEL,2025-04-13T20:31:42,SETTLED
T301648,A2000,17.38,EUR,Ikea,TRAVEL,2025-05-11T07:26:51,SETTLED
T301649,A2152,26.87,GBP,Spotify,ENTERTAINMENT,2024-01-12T04:07:09,SETTLED
T301650,A2428,77.31,USD,Zara,ENTERTAINMENT,2024-04-18T18:58:01,SETTLED
T301651,A2507,39.49,USD,Ikea,ENTERTAINMENT,2025-02-20T23:23:06,SETTLED
T301652,A2125,39.6,EUR,Spotify,SHOPPING,2024-03-21T18:51:42,SETTLED
T301653,A2490,2.74,GBP,Zara,ENTERTAINMENT,2023-12-31T21:41:20,SETTLED
T301654,A2481,25.42,GBP,Zara,FOOD,2025-06-22T03:16:38,SETTLED
T301655,A2344,15.79,GBP,Zara,SHOPPING,2023-10-27T08:26:30,SETTLED
T301656,A2737,365.8,GBP,Amazon,SHOPPING,2025-02-26T13:41:13,SETTLED
T301657,A2220,18.43,GBP,Uber,FOOD,2025-05-10T09:32:52,SETTLED
T301658,A2722,107.92,USD,Spotify,FOOD,2024-04-25T09:53:06,SETTLED
T301659,A2024,56.39,USD,Zara,TRAVEL,2024-02-14T14:55:06,SETTLED
T301660,A2527,20.85,USD,Spotify,FOOD,2025-04-16T12:04:31,SETTLED
T301661,A2181,39.21,GBP,Zara,ENTERTAINMENT,2024-11-02T12:14:42,DECLINED
T301662,A2498,91.8,USD,Spotify,ENTERTAINMENT,2023-10-04T06:18:02,SETTLED
T301663,A2640,107.44,USD,Ikea,TRAVEL,2024-06-13T18:23:28,SETTLED
T301664,A2041,8.74,EUR,Spotify,SHOPPING,2025-06-02T10:36:52,SETTLED
T301665,A2480,20.74,USD,Uber,SHOPPING,2024-08-25T17:02:21,SETTLED
T301666,A2747,20.42,EUR,Ikea,TRAVEL,2023-11-27T18:25:54,SETTLED
T301667,A2438,2.15,GBP,Ikea,ENTERTAINMENT,2024-12-30T17:10:01,SETTLED
T301668,A2401,45.59,GBP,Zara,TRAVEL,2025-07-14T09:25:05,SETTLED
T301669,A2545,96.49,GBP,Starbucks,ENTERTAINMENT,2025-02-14T20:47:01,DECLINED
T301670,A2344,24.03,GBP,Uber,ENTERTAINMENT,2025-04-05T13:12:18,SETTLED
T301671,A2044,67.36,USD,Ikea,FOOD,2024-11-18T14:21:40,SETTLED
T301672,A2645,49.4,EUR,Starbucks,TRAVEL,2025-07-11T21:52:47,SETTLED
T301673,A2020,23.55,GBP,Starbucks,TRAVEL,2024-03-01T09:27:31,SETTLED
T301674,A2633,7.6,GBP,Ikea,ENTERTAINMENT,2025-04-07T19:38:33,SETTLED
T301675,A2069,61.78,EUR,Zara,ENTERTAINMENT,2025-01-23T19:14:48,SETTLED
T301676,A2047,96.4,EUR,Amazon,FOOD,2024-11-18T02:54:27,SETTLED
T301677,A2490,57.89,EUR,Ikea,ENTERTAINMENT,2024-07-07T05:26:20,SETTLED
T301678,A2550,0.9,EUR,Zara,ENTERTAINMENT,2024-03-11T17:10:00,SETTLED
T301679,A2286,12.18,EUR,Uber,SHOPPING,2024-10-10T00:20:53,SETTLED
T301680,A2009,3.6,USD,Zara,TRAVEL,2025-05-10T08:36:41,SETTLED
T301681,A2541,42.24,EUR,Starbucks,FOOD,2025-05-20T02:07:18,SETTLED
T301682,A2755,70.63,USD,Uber,FOOD,2025-05-21T15:10:58,SETTLED
T301683,A2273,5.86,EUR,Uber,ENTERTAINMENT,2025-03-02T20:50:30,SETTLED
T301684,A2599,91.11,EUR,Amazon,TRAVEL,2024-04-19T14:02:21,SETTLED
T301685,A2755,40.54,GBP,Amazon,SHOPPING,2025-02-28T09:19:50,SETTLED
T301686,A2380,58.55,GBP,Ikea,FOOD,2025-02-06T07:07:26,SETTLED
T301687,A2328,177.72,GBP,Zara,ENTERTAINMENT,2023-10-15T15:50:04,SETTLED
T301688,A2478,4.37,GBP,Ikea,TRAVEL,2025-08-28T18:59:41,SETTLED
T301689,A2014,115.75,GBP,Amazon,SHOPPING,2024-07-01T13:16:54,SETTLED
T301690,A2515,6.74,GBP,Starbucks,TRAVEL,2024-07-06T04:36:30,SETTLED
T301691,A2190,24.96,EUR,Amazon,FOOD,2024-07-28T17:25:24,SETTLED
T301692,A2167,95.34,EUR,Zara,ENTERTAINMENT,2025-05-13T07:31:47,SETTLED
T301693,A2520,118.36,GBP,Starbucks,ENTERTAINMENT,2025-02-22T08:09:53,SETTLED
T301694,A2620,35.3,GBP,Ikea,FOOD,2024-05-09T00:21:31,SETTLED
T301695,A2136,45.08,GBP,Ikea,FOOD,2024-11-11T00:24:52,SETTLED
T301696,A2153,61.58,EUR,Amazon,TRAVEL,2023-10-20T23:00:42,SETTLED
T301697,A2387,89.42,GBP,Amazon,FOOD,2023-09-19T05:45:20,SETTLED
T301698,A2208,6.48,GBP,Spotify,TRAVEL,2025-04-08T19:04:44,SETTLED
T301699,A2271,83.05,EUR,Ikea,ENTERTAINMENT,2024-03-22T09:24:15,SETTLED
T301700,A2142,32.82,EUR,Ikea,SHOPPING,2024-02-13T21:53:10,SETTLED
T301701,A2610,29.95,USD,Uber,ENTERTAINMENT,2025-01-03T04:10:28,SETTLED
T301702,A2068,27.57,GBP,Zara,ENTERTAINMENT,2025-07-15T00:36:11,SETTLED
T301703,A2246,35.59,EUR,Uber,SHOPPING,2025-05-07T17:33:40,SETTLED
T301704,A2260,145.07,USD,Uber,SHOPPING,2025-07-08T11:55:06,SETTLED
T301705,A2787,39.73,EUR,Ikea,SHOPPING,2025-07-16T00:14:34,SETTLED
T301706,A2078,153.07,USD,Spotify,ENTERTAINMENT,2024-08-18T07:22:29,SETTLED
T301707,A2657,9.94,USD,Zara,FOOD,2025-06-14T20:04:46,SETTLED
T301708,A2622,64.39,GBP,Ikea,ENTERTAINMENT,2024-03-02T08:35:41,DECLINED
T301709,A2769,83.63,GBP,Uber,FOOD,2025-08-17T03:24:13,SETTLED
T301710,A2604,56.84,USD,Uber,TRAVEL,2025-01-13T10:44:23,SETTLED
T301711,A2524,46.69,GBP,Ikea,ENTERTAINMENT,2025-03-09T11:18:14,SETTLED
T301712,A2771,41.6,EUR,Amazon,SHOPPING,2025-03-13T06:57:07,SETTLED
T301713,A2620,98.64,EUR,Amazon,ENTERTAINMENT,2025-01-24T04:48:31,SETTLED
T301714,A2329,86.2,USD,Ikea,ENTERTAINMENT,2024-06-20T19:15:26,SETTLED
T301715,A2188,6.52,USD,Starbucks,SHOPPING,2025-04-17T16:17:38,SETTLED
T301716,A2094,94.39,EUR,Starbucks,TRAVEL,2024-12-09T04:21:49,SETTLED
T301717,A2616,26.73,EUR,Amazon,TRAVEL,2024-11-06T17:42:38,SETTLED
T301718,A2007,14.63,USD,Zara,TRAVEL,2025-04-04T17:46:20,SETTLED
T301719,A2066,101.92,EUR,Spotify,TRAVEL,2024-12-20T20:00:52,SETTLED
T301720,A2495,28.28,EUR,Uber,ENTERTAINMENT,2024-02-08T18:30:54,SETTLED
T301721,A2190,82.61,USD,Zara,ENTERTAINMENT,2025-05-04T00:29:24,SETTLED
T301722,A2365,15.29,GBP,Amazon,SHOPPING,2025-03-25T05:27:07,SETTLED
T301723,A2767,0.2,EUR,Ikea,FOOD,2024-02-06T11:07:29,SETTLED
T301724,A2520,34.21,GBP,Starbucks,SHOPPING,2024-04-24T15:56:10,SETTLED
T301725,A2116,5.28,GBP,Amazon,TRAVEL,2024-08-22T18:34:57,SETTLED
T301726,A2266,70.2,EUR,Zara,FOOD,2024-01-24T23:31:28,SETTLED
T301727,A2610,16.15,GBP,Zara,SHOPPING,2025-02-20T09:44:58,SETTLED
T301728,A2484,29.32,USD,Spotify,TRAVEL,2023-11-06T00:16:07,SETTLED
T301729,A2508,4.55,EUR,Amazon,FOOD,2024-02-01T09:33:43,SETTLED
T301730,A2297,16.89,EUR,Uber,FOOD,2024-01-22T03:50:31,SETTLED
T301731,A2163,76.05,GBP,Zara,TRAVEL,2025-04-02T02:56:27,SETTLED
T301732,A2375,8.22,EUR,Uber,FOOD,2024-10-12T06:51:56,SETTLED
T301733,A2652,52.09,EUR,Uber,SHOPPING,2023-12-10T20:58:56,DECLINED
T301734,A2267,124.7,GBP,Ikea,SHOPPING,2024-06-28T03:33:02,SETTLED
T301735,A2548,56.95,GBP,Amazon,SHOPPING,2023-10-10T17:32:35,SETTLED
T301736,A2073,83.31,EUR,Amazon,FOOD,2024-08-07T00:01:50,SETTLED
T301737,A2507,5.77,EUR,Uber,FOOD,2024-04-12T23:05:43,SETTLED
T301738,A2072,14.43,USD,Ikea,TRAVEL,2024-11-14T11:48:59,SETTLED
T301739,A2307,112.47,USD,Zara,TRAVEL,2024-04-01T09:50:57,SETTLED
T301740,A2198,62.78,EUR,Zara,FOOD,2023-12-19T04:40:55,SETTLED
T301741,A2129,51.02,EUR,Amazon,SHOPPING,2024-01-12T03:59:50,SETTLED
T301742,A2757,54.5,USD,Uber,FOOD,2024-12-05T18:21:18,SETTLED
T301743,A2571,26.74,GBP,Ikea,ENTERTAINMENT,2025-06-27T06:54:49,SETTLED
T301744,A2790,2.28,EUR,Ikea,SHOPPING,2024-03-25T05:54:42,SETTLED
T301745,A2614,76.73,USD,Zara,ENTERTAINMENT,2023-09-13T13:17:56,SETTLED
T301746,A2486,56.77,USD,Zara,TRAVEL,2024-05-22T22:12:11,SETTLED
T301747,A2150,32.01,EUR,Starbucks,FOOD,2024-09-05T09:06:44,SETTLED
T301748,A2668,115.01,EUR,Starbucks,ENTERTAINMENT,2025-03-13T09:38:00,SETTLED
T301749,A2205,20.49,USD,Uber,FOOD,2025-09-06T08:13:45,SETTLED
T301750,A2178,17.43,EUR,Starbucks,ENTERTAINMENT,2024-01-07T09:51:12,SETTLED
T301751,A2196,103.1,GBP,Ikea,FOOD,2023-10-10T04:36:45,SETTLED
T301752,A2734,79.72,EUR,Starbucks,SHOPPING,2024-01-06T13:18:17,SETTLED
T301753,A2088,36.18,USD,Amazon,TRAVEL,2025-08-30T10:57:04,SETTLED
T301754,A2798,7.01,USD,Amazon,SHOPPING,2024-05-16T18:19:32,SETTLED
T301755,A2433,12.11,EUR,Spotify,TRAVEL,2024-12-15T18:43:19,SETTLED
T301756,A2787,53.39,USD,Zara,SHOPPING,2023-10-18T16:04:48,SETTLED
T301757,A2747,24.31,GBP,Zara,TRAVEL,2025-05-02T02:09:05,SETTLED
T301758,A2182,90.54,EUR,Uber,SHOPPING,2025-09-02T08:55:25,SETTLED
T301759,A2208,149.74,EUR,Amazon,FOOD,2025-01-06T21:44:44,SETTLED
T301760,A2492,81.9,USD,Spotify,SHOPPING,2024-12-30T07:50:36,SETTLED
T301761,A2129,23.7,GBP,Uber,ENTERTAINMENT,2025-06-25T01:20:04,SETTLED
T301762,A2664,77.72,EUR,Uber,ENTERTAINMENT,2025-02-04T06:35:38,SETTLED
T301763,A2012,21.65,USD,Starbucks,FOOD,2024-04-30T01:59:55,SETTLED
T301764,A2633,9.14,EUR,Zara,FOOD,2024-09-24T04:35:54,DECLINED
T301765,A2731,1.7,GBP,Uber,FOOD,2025-05-14T17:01:18,SETTLED
T301766,A2105,24.36,USD,Uber,ENTERTAINMENT,2024-11-26T23:32:20,SETTLED
T301767,A2374,116.94,EUR,Zara,SHOPPING,2024-11-09T11:47:42,SETTLED
T301768,A2581,13.66,USD,Zara,FOOD,2024-06-13T07:15:55,SETTLED
T301769,A2706,11.57,USD,Amazon,SHOPPING,2023-11-04T18:39:45,SETTLED
T301770,A2697,175.03,GBP,Zara,TRAVEL,2025-05-10T03:28:17,SETTLED
T301771,A2098,1.27,GBP,Starbucks,SHOPPING,2025-03-11T20:12:23,SETTLED
T301772,A2593,77.04,EUR,Amazon,SHOPPING,2024-05-13T01:23:14,SETTLED
T301773,A2586,19.38,USD,Spotify,ENTERTAINMENT,2024-10-21T06:08:24,SETTLED
T301774,A2191,1.91,USD,Uber,SHOPPING,2024-02-27T00:27:18,SETTLED
T301775,A2324,124.93,USD,Starbucks,ENTERTAINMENT,2024-01-29T23:38:04,SETTLED
T301776,A2725,7.52,EUR,Starbucks,TRAVEL,2024-10-17T12:52:14,SETTLED
T301777,A2466,40.12,GBP,Amazon,ENTERTAINMENT,2023-11-01T02:58:03,SETTLED
T301778,A2366,16.01,GBP,Uber,TRAVEL,2025-05-11T20:58:55,SETTLED
T301779,A2317,3.37,USD,Amazon,TRAVEL,2024-10-05T12:33:53,SETTLED
T301780,A2143,2.56,EUR,Ikea,FOOD,2024-01-10T22:56:50,SETTLED
T301781,A2383,6.14,USD,Ikea,SHOPPING,2024-07-28T05:35:11,DECLINED
T301782,A2215,3.7,GBP,Amazon,SHOPPING,2024-11-03T23:48:50,SETTLED
T301783,A2360,71.47,USD,Uber,FOOD,2024-10-30T07:08:30,SETTLED
T301784,A2323,33.23,USD,Uber,FOOD,2024-07-18T12:18:19,SETTLED
T301785,A2014,21.0,USD,Zara,SHOPPING,2023-11-19T14:03:19,SETTLED
T301786,A2216,27.1,GBP,Starbucks,FOOD,2024-06-06T13:24:33,SETTLED
T301787,A2491,132.22,EUR,Amazon,FOOD,2024-02-27T23:29:49,SETTLED
T301788,A2546,120.82,USD,Starbucks,TRAVEL,2025-07-26T07:46:29,SETTLED
T301789,A2182,62.88,GBP,Starbucks,FOOD,2024-02-21T21:16:09,SETTLED
T301790,A2269,108.0,USD,Ikea,FOOD,2025-02-05T09:31:01,SETTLED
T301791,A2466,19.26,EUR,Ikea,ENTERTAINMENT,2024-05-23T22:49:23,SETTLED
T301792,A2611,23.99,USD,Spotify,SHOPPING,2024-05-23T07:35:37,SETTLED
T301793,A2518,47.56,EUR,Amazon,ENTERTAINMENT,2024-06-15T09:49:30,SETTLED
T301794,A2541,48.86,GBP,Spotify,FOOD,2024-04-24T04:41:19,SETTLED
T301795,A2466,32.86,EUR,Amazon,FOOD,2024-02-25T20:10:52,SETTLED
T301796,A2304,25.6,EUR,Uber,ENTERTAINMENT,2025-04-15T18:35:06,SETTLED
T301797,A2143,214.08,GBP,Amazon,FOOD,2025-01-01T09:39:06,SETTLED
T301798,A2110,86.05,EUR,Uber,TRAVEL,2024-10-25T05:16:56,SETTLED
T301799,A2231,28.54,EUR,Uber,ENTERTAINMENT,2024-09-12T00:02:44,SETTLED
T301800,A2690,64.97,GBP,Amazon,ENTERTAINMENT,2024-11-18T04:06:10,SETTLED
T301801,A2583,15.71,EUR,Uber,SHOPPING,2025-06-09T22:43:50,SETTLED
T301802,A2721,5.28,EUR,Starbucks,ENTERTAINMENT,2025-04-15T08:51:19,SETTLED
T301803,A2731,21.73,USD,Uber,TRAVEL,2025-01-25T11:53:51,SETTLED
T301804,A2591,25.79,EUR,Starbucks,FOOD,2023-09-16T00:10:44,SETTLED
T301805,A2499,0.83,EUR,Starbucks,ENTERTAINMENT,2023-12-07T06:38:17,SETTLED
T301806,A2594,84.31,EUR,Starbucks,ENTERTAINMENT,2025-02-09T17:58:58,SETTLED
T301807,A2553,22.25,GBP,Zara,SHOPPING,2024-06-03T22:06:34,SETTLED
T301808,A2272,43.42,EUR,Spotify,SHOPPING,2024-08-20T07:54:20,SETTLED
T301809,A2702,3.84,GBP,Zara,FOOD,2024-03-13T20:28:30,SETTLED
T301810,A2172,9.62,GBP,Uber,ENTERTAINMENT,2025-08-11T17:06:07,SETTLED
T301811,A2006,110.22,EUR,Spotify,TRAVEL,2025-01-20T00:44:29,DECLINED
T301812,A2154,46.91,EUR,Spotify,FOOD,2024-12-28T20:17:01,SETTLED
T301813,A2521,150.07,EUR,Spotify,TRAVEL,2025-08-22T16:08:50,SETTLED
T301814,A2545,334.23,EUR,Amazon,ENTERTAINMENT,2025-01-03T14:48:00,SETTLED
T301815,A2547,23.25,EUR,Uber,FOOD,2024-03-16T13:20:01,SETTLED
T301816,A2517,17.75,EUR,Zara,SHOPPING,2023-10-10T03:25:54,SETTLED
T301817,A2214,97.72,EUR,Spotify,SHOPPING,2025-02-20T07:44:44,SETTLED
T301818,A2133,328.97,GBP,Spotify,TRAVEL,2025-07-28T01:58:05,SETTLED
T301819,A2284,49.66,USD,Ikea,FOOD,2024-05-15T10:45:56,SETTLED
T301820,A2125,79.27,GBP,Spotify,TRAVEL,2024-07-01T09:22:00,SETTLED
T301821,A2438,76.1,EUR,Spotify,SHOPPING,2025-08-20T14:17:02,DECLINED
T301822,A2685,21.95,USD,Ikea,ENTERTAINMENT,2025-05-19T14:25:57,DECLINED
T301823,A2151,42.7,USD,Uber,SHOPPING,2023-12-06T05:30:40,SETTLED
T301824,A2330,89.51,EUR,Zara,ENTERTAINMENT,2024-07-04T21:18:53,SETTLED
T301825,A2537,58.26,EUR,Starbucks,TRAVEL,2024-03-26T11:15:38,SETTLED
T301826,A2382,1.07,GBP,Zara,TRAVEL,2024-11-01T18:49:10,SETTLED
T301827,A2114,20.53,USD,Uber,TRAVEL,2025-03-24T11:56:58,SETTLED
T301828,A2481,7.8,USD,Zara,ENTERTAINMENT,2024-04-15T20:22:50,SETTLED
T301829,A2283,13.26,EUR,Ikea,TRAVEL,2023-09-28T08:36:51,SETTLED
T301830,A2074,117.95,EUR,Spotify,TRAVEL,2025-08-17T00:35:56,SETTLED
